title,author_name,author_position,author_id
Biographical Semi-Supervised Relation Extraction Dataset,constantin orasan,3,1786218
Biographical Semi-Supervised Relation Extraction Dataset,ruslan mitkov,4,1746371
Axiomatic Retrieval Experimentation with ir_axioms,alexander bondarenko,0,143856141
Axiomatic Retrieval Experimentation with ir_axioms,maik frobe,1,1490763899
Axiomatic Retrieval Experimentation with ir_axioms,jan heinrich reimer,2,2057734045
Axiomatic Retrieval Experimentation with ir_axioms,benno stein,3,1405867539
Axiomatic Retrieval Experimentation with ir_axioms,michael volske,4,2605675
Axiomatic Retrieval Experimentation with ir_axioms,matthias hagen,5,145072133
MuMiN: A Large-Scale Multilingual Multimodal Fact-Checked Misinformation Social Network Dataset,dan saattrup nielsen,0,2056898458
MuMiN: A Large-Scale Multilingual Multimodal Fact-Checked Misinformation Social Network Dataset,ryan mcconville,1,2095560
CAVES: A dataset to facilitate explainable classification and summarization of concerns towards COVID vaccines,soham poddar,0,1388367454
CAVES: A dataset to facilitate explainable classification and summarization of concerns towards COVID vaccines,azlaan mustafa samad,1,2163948982
CAVES: A dataset to facilitate explainable classification and summarization of concerns towards COVID vaccines,rajdeep mukherjee,2,2182282
CAVES: A dataset to facilitate explainable classification and summarization of concerns towards COVID vaccines,niloy ganguly,3,4213990
CAVES: A dataset to facilitate explainable classification and summarization of concerns towards COVID vaccines,saptarshi ghosh,4,143841814
RELISON: A Framework for Link Recommendation in Social Networks,javier sanz-cruzado,0,1403723276
RELISON: A Framework for Link Recommendation in Social Networks,pablo castells,1,2912921
iRec: An Interactive Recommendation Framework,thiago silva,0,2147111052
iRec: An Interactive Recommendation Framework,nicollas silva,1,20530230
iRec: An Interactive Recommendation Framework,heitor werneck,2,15194967
iRec: An Interactive Recommendation Framework,carlos mito,3,2175276769
iRec: An Interactive Recommendation Framework,adriano pereira,4,38964525
iRec: An Interactive Recommendation Framework,leonardo rocha,5,2056618431
From Little Things Big Things Grow: A Collection with Seed Studies for Medical Systematic Review Literature Search,shuai wang,0,2146514461
From Little Things Big Things Grow: A Collection with Seed Studies for Medical Systematic Review Literature Search,harrisen scells,1,8842143
From Little Things Big Things Grow: A Collection with Seed Studies for Medical Systematic Review Literature Search,justin clark,2,2115419888
From Little Things Big Things Grow: A Collection with Seed Studies for Medical Systematic Review Literature Search,bevan koopman,3,1783566
From Little Things Big Things Grow: A Collection with Seed Studies for Medical Systematic Review Literature Search,guido zuccon,4,1692855
Document Expansion Baselines and Learned Sparse Lexical Representations for MS MARCO V1 and V2,xueguang ma,0,2461713
Document Expansion Baselines and Learned Sparse Lexical Representations for MS MARCO V1 and V2,ronak pradeep,1,1816753042
Document Expansion Baselines and Learned Sparse Lexical Representations for MS MARCO V1 and V2,rodrigo nogueira,2,143744603
Document Expansion Baselines and Learned Sparse Lexical Representations for MS MARCO V1 and V2,jimmy lin,3,2154743364
MIMICS-Duo: Offline & Online Evaluation of Search Clarification,leila tavakoli,0,2104141869
MIMICS-Duo: Offline & Online Evaluation of Search Clarification,johanne r. trippas,1,2528063
MIMICS-Duo: Offline & Online Evaluation of Search Clarification,hamed zamani,2,2499986
MIMICS-Duo: Offline & Online Evaluation of Search Clarification,falk scholer,3,1732541
MIMICS-Duo: Offline & Online Evaluation of Search Clarification,mark sanderson,4,144721996
RecDelta: An Interactive Dashboard on Top-k Recommendation for Cross-model Evaluation,yi-shyuan chiang,0,2055778093
RecDelta: An Interactive Dashboard on Top-k Recommendation for Cross-model Evaluation,yu-ze liu,1,2175971317
RecDelta: An Interactive Dashboard on Top-k Recommendation for Cross-model Evaluation,chen feng tsai,2,2175316019
RecDelta: An Interactive Dashboard on Top-k Recommendation for Cross-model Evaluation,jing-kai lou,3,3081603
RecDelta: An Interactive Dashboard on Top-k Recommendation for Cross-model Evaluation,ming-feng tsai,4,1793168
RecDelta: An Interactive Dashboard on Top-k Recommendation for Cross-model Evaluation,chuan-ju wang,5,1808412
SparCAssist: A Model Risk Assessment Assistant Based on Sparse Generated Counterfactuals,zijian zijian,0,47295030
SparCAssist: A Model Risk Assessment Assistant Based on Sparse Generated Counterfactuals,vinay setty,1,2852530
SparCAssist: A Model Risk Assessment Assistant Based on Sparse Generated Counterfactuals,avishek anand,2,2004208434
A Common Framework for Exploring Document-at-a-Time and Score-at-a-Time Retrieval Methods,andrew trotman,0,145980720
A Common Framework for Exploring Document-at-a-Time and Score-at-a-Time Retrieval Methods,joel mackenzie,1,47470313
A Common Framework for Exploring Document-at-a-Time and Score-at-a-Time Retrieval Methods,pradeesh parameswaran,2,1477624286
A Common Framework for Exploring Document-at-a-Time and Score-at-a-Time Retrieval Methods,jimmy lin,3,2154743364
Asyncval: A toolkit for asynchronously validating dense retriever checkpoints during training,shengyao zhuang,0,1630489015
Asyncval: A toolkit for asynchronously validating dense retriever checkpoints during training,guido zuccon,1,1692855
Golden Retriever: A Real-Time Multi-Modal Text-Image Retrieval System with the Ability to Focus,florian schneider,0,2057852741
Golden Retriever: A Real-Time Multi-Modal Text-Image Retrieval System with the Ability to Focus,chris biemann,1,31565315
BiTe-REx: An Explainable Bilingual Text Retrieval System in the Automotive Domain,viju sudhi,0,2121276445
BiTe-REx: An Explainable Bilingual Text Retrieval System in the Automotive Domain,sabine wehnert,1,91112285
BiTe-REx: An Explainable Bilingual Text Retrieval System in the Automotive Domain,norbert michael homner,2,1692708
BiTe-REx: An Explainable Bilingual Text Retrieval System in the Automotive Domain,sebastian ernst,3,2175278352
BiTe-REx: An Explainable Bilingual Text Retrieval System in the Automotive Domain,mark gonter,4,103376772
BiTe-REx: An Explainable Bilingual Text Retrieval System in the Automotive Domain,andreas krug,5,2149680
BiTe-REx: An Explainable Bilingual Text Retrieval System in the Automotive Domain,ernesto w. de luca,6,2059513842
TARexp: A Python Framework for Technology-Assisted Review Experiments,eugene yang,0,153564640
TARexp: A Python Framework for Technology-Assisted Review Experiments,david lewis,1,35153517
ZeroMatcher: A Cost-Off Entity Matching System,congcong ge,0,3471001
ZeroMatcher: A Cost-Off Entity Matching System,xiaocan zeng,1,2175355952
ZeroMatcher: A Cost-Off Entity Matching System,lu chen,2,2115384591
ZeroMatcher: A Cost-Off Entity Matching System,yunjun gao,3,1409828392
Table Enrichment System for Machine Learning,yuyang dong,0,2815918
Table Enrichment System for Machine Learning,masafumi oyamada,1,37267314
QFinder: A Framework for Quantity-centric Ranking,satya almasian,0,10297746
QFinder: A Framework for Quantity-centric Ranking,milena bruseva,1,2175276919
QFinder: A Framework for Quantity-centric Ranking,michael gertz,2,40136143
ROGUE: A System for Exploratory Search of GANs,yang liu,0,1614039034
ROGUE: A System for Exploratory Search of GANs,alan medlar,1,3222337
ROGUE: A System for Exploratory Search of GANs,dorota glowacka,2,2090521
cherche: A new tool to rapidly implement pipelines in information retrieval,rapahel sourty,0,2034015684
cherche: A new tool to rapidly implement pipelines in information retrieval,jose g moreno,1,153230523
cherche: A new tool to rapidly implement pipelines in information retrieval,lynda tamine,2,1737705
cherche: A new tool to rapidly implement pipelines in information retrieval,francois-paul servant,3,2065740596
Online DATEing: A Web Interface for Temporal Annotations,dennis aumiller,0,1396275349
Online DATEing: A Web Interface for Temporal Annotations,satya almasian,1,10297746
Online DATEing: A Web Interface for Temporal Annotations,david pohl,2,93689955
Online DATEing: A Web Interface for Temporal Annotations,michael gertz,3,40136143
Are Taylor's Posts Risky? Evaluating Cumulative Revelations in Online Personal Data,leif azzopardi,0,1716332
Are Taylor's Posts Risky? Evaluating Cumulative Revelations in Online Personal Data,jo briggs,1,39771817
Are Taylor's Posts Risky? Evaluating Cumulative Revelations in Online Personal Data,melissa duheric,2,2175276328
Are Taylor's Posts Risky? Evaluating Cumulative Revelations in Online Personal Data,callum nash,3,151384375
Are Taylor's Posts Risky? Evaluating Cumulative Revelations in Online Personal Data,emma nicol,4,31673611
Are Taylor's Posts Risky? Evaluating Cumulative Revelations in Online Personal Data,wendy moncur,5,1758268
Are Taylor's Posts Risky? Evaluating Cumulative Revelations in Online Personal Data,burkhard schafer,6,1763107
LawNet-Viz: A Web-based System to Visually Explore Networks of Law Article References,lucio la cava,0,2115944163
LawNet-Viz: A Web-based System to Visually Explore Networks of Law Article References,andrea simeri,1,2118310320
LawNet-Viz: A Web-based System to Visually Explore Networks of Law Article References,andrea tagarelli,2,1688359
SpaceQA: Answering Questions about the Design of Space Missions and Space Craft Concepts,andres garcia-silva,0,1401950156
SpaceQA: Answering Questions about the Design of Space Missions and Space Craft Concepts,cristian camilo berrio aroca,1,2175276851
SpaceQA: Answering Questions about the Design of Space Missions and Space Craft Concepts,jose manuel gomez-perez,2,2420472
SpaceQA: Answering Questions about the Design of Space Missions and Space Craft Concepts,jose antonio martinez-heras,3,1405051550
SpaceQA: Answering Questions about the Design of Space Missions and Space Craft Concepts,alessandro donati,4,27472488
SpaceQA: Answering Questions about the Design of Space Missions and Space Craft Concepts,ilaria roma,5,2064324876
TaskMAD: A Platform for Multimodal Task-Centric Knowledge-Grounded Conversational Experimentation,alessandro speggiorin,0,2175276993
TaskMAD: A Platform for Multimodal Task-Centric Knowledge-Grounded Conversational Experimentation,jeffrey dalton,1,145269114
TaskMAD: A Platform for Multimodal Task-Centric Knowledge-Grounded Conversational Experimentation,anton leuski,2,3201827
DIANES: A DEI Audit Toolkit for News Sources,xiaoxiao shang,0,29915563
DIANES: A DEI Audit Toolkit for News Sources,zhiyuan peng,1,2151722870
DIANES: A DEI Audit Toolkit for News Sources,qiming yuan,2,153930486
DIANES: A DEI Audit Toolkit for News Sources,sabiq khan,3,2159557245
DIANES: A DEI Audit Toolkit for News Sources,lauren xie,4,2159548831
DIANES: A DEI Audit Toolkit for News Sources,yi fang,5,2112787440
DIANES: A DEI Audit Toolkit for News Sources,subramaniam vincent,6,2006386662
A2A-API: A Prototype for Biomedical Information Retrieval Research and Benchmarking,maciej rybinski,0,2051958499
A2A-API: A Prototype for Biomedical Information Retrieval Research and Benchmarking,liam watts,1,2175276945
A2A-API: A Prototype for Biomedical Information Retrieval Research and Benchmarking,sarvnaz karimi,2,2051958976
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,wen zhang,0,2155281129
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,xiangnan chen,1,2143735289
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,zhen yao,2,2113322859
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,mingyang chen,3,2134563447
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,yushan zhu,4,2145160040
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,hongtao yu,5,2156549538
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,yufeng huang,6,2108692967
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,zezhong xu,7,2136396192
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,yajing xu,8,2156549998
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,ningyu zhang,9,2608639
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,zonggang yuan,10,1617854355
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,feiyu xiong,11,2068169902
NeuralKG: An Open Source Library for Diverse Representation Learning of Knowledge Graphs,huajun chen,12,49178307
IRVILAB: Gamified Searching on Multilingual Wikipedia,paavo arvola,0,35004884
IRVILAB: Gamified Searching on Multilingual Wikipedia,tuulikki alamettala,1,1855726
PKG: A Personal Knowledge Graph for Recommendation,yu yang,0,2116466625
PKG: A Personal Knowledge Graph for Recommendation,jiangxu lin,1,2175305646
PKG: A Personal Knowledge Graph for Recommendation,xiaolian zhang,2,2175970915
PKG: A Personal Knowledge Graph for Recommendation,meng wang,3,2146058661
A Python Interface to PISA!,sean macavaney,0,22214396
A Python Interface to PISA!,craig macdonald,1,145434248
Arm: Efficient Learning of Neural Retrieval Models with Desired Accuracy by Automatic Knowledge Amalgamation,linzhu yu,0,2175315261
Arm: Efficient Learning of Neural Retrieval Models with Desired Accuracy by Automatic Knowledge Amalgamation,dawei jiang,1,48219927
Arm: Efficient Learning of Neural Retrieval Models with Desired Accuracy by Automatic Knowledge Amalgamation,ke chen,2,2152953644
Arm: Efficient Learning of Neural Retrieval Models with Desired Accuracy by Automatic Knowledge Amalgamation,lidan shou,3,144128216
